,record_id,user_id,role,education_level,subject_area,ai_tool,ai_use_purpose,ai_use_frequency_per_week,session_count,avg_session_duration_min,tasks_completed,hints_requested,text_feedback,sentiment_label,sentiment_polarity,subjectivity,emotion_primary,pre_test_score,post_test_score,improvement,adaptive_difficulty_start,adaptive_difficulty_end,recommended_resources_count,perceived_usefulness,perceived_ease_of_use,trust_score,adoption_intention,satisfaction_score,ethical_concern_privacy,ethical_concern_plagiarism,dropout_flag,timestamp
592,593,S532773,student,K-12,English,Code Copilot,exam revision,4,18,12,63,5,"I regularly use the Code Copilot for exam revision in English at the K-12 level; it sped up my study of key goals considerably.  Feeling anticipation, I noticed little difference and I followed our policy on responsible AI use. This shaped my attitude toward AI tools in learning/teaching in a neutral way. (note 3e1648)",neutral,0.02,0.662,anticipation,56,65,9,2,2,10,3,2,3,3,2,4,4,0,2/17/2023 11:46
593,594,S716974,student,undergraduate,Biology,Curriculum Planner,concept explanation,3,32,16,52,8,"I have been using the Curriculum Planner for concept explanation in Biology at the undergraduate level; it made it easier to understand key goals significantly.Feeling joy, study sessions were more focused and I cross-checked outputs to avoid plagiarism. In practice, this changed how I adapt my study plan and assessments. (note 8380a9)",positive,0.344,0.75,joy,61,81,20,1,2,8,4,3,4,5,3,2,3,0,1/9/2024 21:46
594,595,S452266,student,graduate,Art and Design,Speech Coach,summarization,3,31,16,72,14,"I tried the Speech Coach for summarization in Art and Design at the graduate level; it helped me grasp key goals .  Feeling anticipation, the pace felt unchanged and I followed our policy on responsible AI use. This shaped my attitude toward AI tools in learning/teaching in a neutral way. (note 7a0cd7)",neutral,-0.005,0.234,anticipation,77,87,10,3,3,7,4,4,3,4,3,3,2,0,4/24/2024 3:06
595,596,S722533,student,graduate,Biology,AI Writing Helper,exam revision,4,29,12,65,5,"I experimented with the AI Writing Helper for exam revision in Biology at the graduate level; it gave me better feedback about key goals slightly.  Feeling fear, I worried about accuracy and I remain cautious about fairness and transparency. In practice, this changed how I adapt my study plan and assessments. (note 618db8)",negative,-0.207,0.707,fear,74,87,13,2,2,5,3,3,3,1,4,4,4,0,12/17/2023 14:47
596,597,S983076,student,graduate,Psychology,Assessment Assistant,concept explanation,4,33,7,32,11,"I adopted the Assessment Assistant for concept explanation in Psychology at the graduate level; it gave me better feedback about key goals .Feeling surprise, study sessions were more focused and I prefer clearer guidance on ethical use. This shaped my attitude toward AI tools in learning/teaching in a positive way. (note 07995c)",positive,0.288,0.814,surprise,61,67,6,3,3,8,3,4,4,4,5,1,2,0,1/21/2023 9:33
597,598,S206764,student,K-12,History,Concept Mapper,coding help,2,26,13,57,12,"I regularly use the Concept Mapper for coding help in History at the K-12 level; it helped me grasp key goals noticeably. – Feeling trust, my class outcomes improved and I cross-checked outputs to avoid plagiarism. As a result, my view of AI adoption in education is positive, significantly optimistic. (note 58b7c9)",positive,0.884,0.827,trust,67,86,19,2,1,6,4,3,4,5,4,2,2,0,1/10/2023 20:56
598,599,S115776,student,undergraduate,History,Curriculum Planner,language translation,3,29,10,52,8,"I evaluated the Curriculum Planner for language translation in History at the undergraduate level; it made it easier to understand key goals slightly. Feeling anxiety, it added extra steps and I remain cautious about fairness and transparency. In practice, this changed how I adapt my study plan and assessments. (note 47f628)",negative,-0.251,0.937,anxiety,79,85,6,4,2,1,3,4,2,2,3,4,5,0,7/10/2024 7:34
599,600,S452221,student,K-12,Physics,AI Tutor,note organization,2,44,23,71,2,"I experimented with the AI Tutor for note organization in Physics at the K-12 level; it sped up my study of key goals .Feeling optimism, study sessions were more focused and I followed our policy on responsible AI use. This shaped my attitude toward AI tools in learning/teaching in a positive way. (note 7e1d0f)",positive,0.445,0.704,optimism,72,94,22,2,5,9,5,4,5,2,4,2,3,0,8/1/2024 14:11
600,601,S468742,student,K-12,Business,AI Tutor,summarization,2,17,20,61,7,"I briefly used the AI Tutor for summarization in Business at the K-12 level; it kept me engaged with key goals noticeably. – Feeling neutral, the pace felt unchanged and I cross-checked outputs to avoid plagiarism. In practice, this changed how I adapt my study plan and assessments. (note 84a767)",neutral,-0.034,0.339,neutral,79,82,3,3,4,4,4,3,3,3,4,4,1,1,6/29/2024 14:13
601,602,S648036,student,undergraduate,Psychology,Quiz Generator,summarization,1,17,16,68,8,"I have been using the Quiz Generator for summarization in Psychology at the undergraduate level; it guided my practice for key goals considerably. — Feeling trust, I felt more motivated and I remain cautious about fairness and transparency. This shaped my attitude toward AI tools in learning/teaching in a positive way. (note 77c492)",positive,0.3,0.434,trust,41,41,0,2,2,9,5,4,5,4,5,2,3,1,7/12/2024 14:11
602,603,S933004,student,K-12,Psychology,AI Tutor,note organization,5,18,10,47,12,"I briefly used the AI Tutor for note organization in Psychology at the K-12 level; it made it easier to understand key goals significantly. – Feeling neutral, results were mixed and I followed our policy on responsible AI use. This shaped my attitude toward AI tools in learning/teaching in a neutral way. (note 5f4c4f)",neutral,0.049,0.385,neutral,66,67,1,3,3,6,2,2,3,3,4,5,4,0,2/4/2023 22:40
603,604,S829448,student,undergraduate,Economics,Quiz Generator,summarization,1,27,14,61,11,"In this course I tested the Quiz Generator for summarization in Economics at the undergraduate level; it streamlined my work on key goals noticeably.Feeling optimism, study sessions were more focused and I cross-checked outputs to avoid plagiarism. In practice, this changed how I adapt my study plan and assessments. (note 83097e)",positive,0.204,0.535,optimism,61,76,15,2,3,9,4,5,5,3,4,3,1,0,6/12/2023 3:23
604,605,S858415,student,K-12,Psychology,Concept Mapper,brainstorming,1,34,21,57,8,"I briefly used the Concept Mapper for brainstorming in Psychology at the K-12 level; it reduced my effort on key goals significantly. – Feeling anxiety, it added extra steps and I prefer clearer guidance on ethical use. This shaped my attitude toward AI tools in learning/teaching in a negative way. (note 063fc5)",negative,-0.736,0.511,anxiety,79,75,-4,4,2,5,2,3,2,2,2,5,5,0,12/17/2023 23:09
605,606,S679481,student,undergraduate,Psychology,Curriculum Planner,quiz practice,2,16,10,69,2,"I briefly used the Curriculum Planner for quiz practice in Psychology at the undergraduate level; it improved my confidence with key goals moderately. – Feeling anticipation, participation increased and I prefer clearer guidance on ethical use. This shaped my attitude toward AI tools in learning/teaching in a positive way. (note a8f3cf)",positive,0.839,0.798,anticipation,53,64,11,4,3,6,5,2,3,5,5,3,3,0,11/9/2023 12:15
606,607,S232997,student,K-12,Economics,Speech Coach,exam revision,2,24,28,38,13,"I regularly use the Speech Coach for exam revision in Economics at the K-12 level; it reduced my effort on key goals significantly. Feeling trust, I finished tasks faster than usual and I cross-checked outputs to avoid plagiarism. As a result, my view of AI adoption in education is positive, considerably optimistic. (note 625e77)",positive,0.774,0.429,trust,65,67,2,3,2,8,4,5,3,2,4,3,2,0,2/8/2023 23:02
607,608,S631723,student,undergraduate,Chemistry,Concept Mapper,language translation,2,29,22,48,11,"I have been using the Concept Mapper for language translation in Chemistry at the undergraduate level; it sped up my study of key goals . – Feeling anticipation, results were mixed and I remain cautious about fairness and transparency. As a result, my view of AI adoption in education is neutral, noticeably optimistic. (note 8fd212)",neutral,-0.074,0.523,anticipation,66,71,5,1,2,8,4,4,3,3,2,2,3,0,2/7/2024 11:25
608,609,S375356,student,K-12,Mathematics,AI Tutor,proofreading,4,34,20,66,4,"I experimented with the AI Tutor for proofreading in Mathematics at the K-12 level; it helped me grasp key goals considerably. Feeling surprise, I finished tasks faster than usual and I remain cautious about fairness and transparency. This shaped my attitude toward AI tools in learning/teaching in a positive way. (note 1198c8)",positive,0.729,0.443,surprise,63,79,16,2,3,3,5,4,3,4,1,2,4,0,2/9/2024 16:25
609,610,S698923,student,undergraduate,Art and Design,Speech Coach,note organization,2,32,7,30,1,"I have been using the Speech Coach for note organization in Art and Design at the undergraduate level; it clarified key goals slightly. Feeling neutral, results were mixed and I prefer clearer guidance on ethical use. In practice, this changed how I adapt my study plan and assessments. (note 1f1d3a)",neutral,-0.064,0.317,neutral,85,80,-5,2,1,8,2,3,3,2,1,5,3,0,8/11/2023 12:05
610,611,S227789,student,K-12,Law,AI Tutor,concept explanation,3,26,20,56,9,"I regularly use the AI Tutor for concept explanation in Law at the K-12 level; it gave me better feedback about key goals slightly.  Feeling surprise, we could tackle harder problems and I still think about privacy and academic integrity. In practice, this changed how I adapt my study plan and assessments. (note 3c519f)",positive,0.349,0.594,surprise,48,45,-3,1,4,5,2,5,5,3,5,3,2,0,3/23/2024 17:25
611,612,S272040,student,K-12,Engineering,Code Copilot,summarization,4,30,20,76,0,"I regularly use the Code Copilot for summarization in Engineering at the K-12 level; it kept me engaged with key goals moderately.  Feeling optimism, my class outcomes improved and I prefer clearer guidance on ethical use. As a result, my view of AI adoption in education is positive, slightly optimistic. (note a35b5b)",positive,0.948,0.81,optimism,64,85,21,3,1,8,4,4,3,5,5,4,4,0,3/27/2024 16:52
612,613,S425797,student,K-12,History,Assessment Assistant,exam revision,3,25,27,72,9,"In this course I tested the Assessment Assistant for exam revision in History at the K-12 level; it gave me better feedback about key goals significantly. – Feeling neutral, I noticed little difference and I cross-checked outputs to avoid plagiarism. As a result, my view of AI adoption in education is neutral, considerably optimistic. (note 0cc4b2)",neutral,0.056,0.298,neutral,58,58,0,3,3,7,3,2,3,2,4,3,3,0,4/24/2023 2:08
613,614,S799013,student,undergraduate,Biology,Concept Mapper,writing feedback,2,27,8,88,8,"I regularly use the Concept Mapper for writing feedback in Biology at the undergraduate level; it clarified key goals moderately. – Feeling optimism, I observed improved strategies and I prefer clearer guidance on ethical use. As a result, my view of AI adoption in education is positive, significantly optimistic. (note 538267)",positive,0.366,0.419,optimism,74,89,15,1,4,7,4,5,3,5,5,2,3,0,11/5/2023 14:50
614,615,S699676,student,undergraduate,Computer Science,Concept Mapper,summarization,1,28,20,28,14,"I evaluated the Concept Mapper for summarization in Computer Science at the undergraduate level; it clarified key goals significantly.  Feeling anticipation, the pace felt unchanged and I cross-checked outputs to avoid plagiarism. In practice, this changed how I adapt my study plan and assessments. (note 81a102)",neutral,-0.032,0.388,anticipation,95,91,-4,3,2,6,4,3,3,3,3,3,3,0,1/2/2024 10:11
615,616,S828878,student,undergraduate,Economics,Concept Mapper,exam revision,4,40,18,52,13,"I regularly use the Concept Mapper for exam revision in Economics at the undergraduate level; it kept me engaged with key goals .Feeling fear, the advice felt generic and I followed our policy on responsible AI use. As a result, my view of AI adoption in education is negative,  optimistic. (note 301ef5)",negative,-0.72,0.859,fear,39,40,1,1,2,4,2,4,2,2,4,5,5,0,10/21/2023 23:25
616,617,S502423,student,undergraduate,Law,LLM Assistant,quiz practice,2,22,15,50,2,"I have been using the LLM Assistant for quiz practice in Law at the undergraduate level; it sped up my study of key goals moderately. — Feeling anticipation, we could tackle harder problems and I cross-checked outputs to avoid plagiarism. As a result, my view of AI adoption in education is positive, moderately optimistic. (note e4e96e)",positive,0.316,0.665,anticipation,33,42,9,2,2,10,5,4,4,4,4,2,2,0,1/20/2023 9:27
617,618,S917377,student,undergraduate,Chemistry,Code Copilot,summarization,2,30,15,65,8,"In this course I tested the Code Copilot for summarization in Chemistry at the undergraduate level; it gave me better feedback about key goals considerably. – Feeling anticipation, the impact was modest and I followed our policy on responsible AI use. In practice, this changed how I adapt my study plan and assessments. (note bbbb06)",neutral,-0.076,0.408,anticipation,67,75,8,1,2,7,5,4,5,4,3,2,3,0,4/19/2024 22:17
618,619,S587017,student,K-12,Education,AI Writing Helper,concept explanation,2,26,20,33,10,"I evaluated the AI Writing Helper for concept explanation in Education at the K-12 level; it reduced my effort on key goals noticeably. Feeling surprise, study sessions were more focused and I followed our policy on responsible AI use. As a result, my view of AI adoption in education is positive, moderately optimistic. (note b6c461)",positive,0.489,0.626,surprise,62,70,8,1,3,5,2,4,4,3,5,2,3,0,1/30/2024 20:39
619,620,S330185,student,undergraduate,Computer Science,Curriculum Planner,summarization,1,22,20,68,5,"I experimented with the Curriculum Planner for summarization in Computer Science at the undergraduate level; it reduced my effort on key goals moderately. Feeling surprise, I felt more motivated and I followed our policy on responsible AI use. This shaped my attitude toward AI tools in learning/teaching in a positive way. (note a1b910)",positive,0.578,0.53,surprise,29,42,13,2,4,3,5,3,4,4,4,3,3,0,9/21/2024 13:48
620,621,S527617,student,graduate,Chemistry,Assessment Assistant,note organization,4,34,18,39,4,"I evaluated the Assessment Assistant for note organization in Chemistry at the graduate level; it guided my practice for key goals significantly.  Feeling anticipation, I had to double-check suggestions and I still think about privacy and academic integrity. This shaped my attitude toward AI tools in learning/teaching in a neutral way. (note f767a6)",neutral,0.034,0.678,anticipation,80,86,6,1,2,11,3,2,4,3,2,2,4,0,9/17/2024 14:54
621,622,S182661,student,undergraduate,Education,Speech Coach,note organization,2,22,28,91,15,"I tried the Speech Coach for note organization in Education at the undergraduate level; it guided my practice for key goals noticeably. – Feeling sadness, I relied on it too much and I cross-checked outputs to avoid plagiarism. This shaped my attitude toward AI tools in learning/teaching in a negative way. (note 09f67a)",negative,-0.448,0.69,sadness,72,75,3,1,2,7,3,4,3,3,3,4,5,0,8/8/2023 7:43
622,623,S354861,student,K-12,Chemistry,LLM Assistant,concept explanation,1,40,21,32,9,"I experimented with the LLM Assistant for concept explanation in Chemistry at the K-12 level; it reduced my effort on key goals significantly.Feeling anticipation, participation increased and I prefer clearer guidance on ethical use. As a result, my view of AI adoption in education is positive, slightly optimistic. (note e72448)",positive,0.545,0.466,anticipation,90,98,8,3,3,11,4,3,4,4,4,2,1,0,6/28/2024 9:37
623,624,S679909,student,K-12,Education,Explainability Bot,brainstorming,3,14,13,58,12,"Recently I explored the Explainability Bot for brainstorming in Education at the K-12 level; it made it easier to understand key goals noticeably. Feeling joy, we could tackle harder problems and I still think about privacy and academic integrity. This shaped my attitude toward AI tools in learning/teaching in a positive way. (note a36d25)",positive,0.851,0.658,joy,79,80,1,3,1,7,4,5,4,5,3,3,4,0,9/6/2024 7:42
624,625,S467240,student,K-12,History,Explainability Bot,concept explanation,2,22,18,29,7,"I briefly used the Explainability Bot for concept explanation in History at the K-12 level; it sped up my study of key goals significantly. Feeling surprise, my class outcomes improved and I still think about privacy and academic integrity. In practice, this changed how I adapt my study plan and assessments. (note d3f7bf)",positive,0.234,0.862,surprise,52,73,21,3,4,13,4,4,4,4,4,3,2,0,6/17/2024 21:11
625,626,S951590,student,undergraduate,Art and Design,AI Tutor,quiz practice,1,28,10,76,9,"I have been using the AI Tutor for quiz practice in Art and Design at the undergraduate level; it gave me better feedback about key goals significantly. — Feeling surprise, we could tackle harder problems and I remain cautious about fairness and transparency. In practice, this changed how I adapt my study plan and assessments. (note ca1019)",positive,0.202,0.799,surprise,58,76,18,2,4,6,4,4,3,5,4,1,3,0,5/26/2024 15:03
626,627,S854830,student,K-12,Biology,AI Writing Helper,concept explanation,3,17,16,50,0,"I have been using the AI Writing Helper for concept explanation in Biology at the K-12 level; it sped up my study of key goals significantly. Feeling surprise, we could tackle harder problems and I remain cautious about fairness and transparency. In practice, this changed how I adapt my study plan and assessments. (note 83112b)",positive,0.865,0.805,surprise,70,81,11,1,2,7,5,4,4,4,4,3,3,0,7/2/2024 0:56
627,628,S277711,student,K-12,Computer Science,Explainability Bot,exam revision,2,35,22,41,10,"I have been using the Explainability Bot for exam revision in Computer Science at the K-12 level; it guided my practice for key goals noticeably. Feeling anticipation, it was acceptable overall and I remain cautious about fairness and transparency. This shaped my attitude toward AI tools in learning/teaching in a neutral way. (note 0d5a9a)",neutral,-0.043,0.458,anticipation,69,77,8,3,2,5,2,3,3,2,3,4,3,0,8/16/2024 14:28
628,629,S105405,student,K-12,Sociology,Code Copilot,summarization,2,31,14,29,14,"I evaluated the Code Copilot for summarization in Sociology at the K-12 level; it helped me grasp key goals slightly. – Feeling anxiety, it distracted from core skills and I followed our policy on responsible AI use. In practice, this changed how I adapt my study plan and assessments. (note 7b8030)",negative,-0.609,0.747,anxiety,46,49,3,4,2,10,2,3,1,3,2,5,3,0,10/23/2023 17:20
629,630,S853760,student,K-12,Biology,Code Copilot,language translation,3,27,26,71,3,"I adopted the Code Copilot for language translation in Biology at the K-12 level; it improved my confidence with key goals considerably. — Feeling neutral, results were mixed and I followed our policy on responsible AI use. This shaped my attitude toward AI tools in learning/teaching in a neutral way. (note 907eb3)",neutral,-0.083,0.318,neutral,79,84,5,1,2,10,2,3,2,3,3,2,3,0,2/25/2023 1:14
630,631,S630765,student,professional-development,Chemistry,Concept Mapper,writing feedback,2,23,18,77,8,"I have been using the Concept Mapper for writing feedback in Chemistry at the professional-development level; it streamlined my work on key goals . — Feeling trust, study sessions were more focused and I remain cautious about fairness and transparency. In practice, this changed how I adapt my study plan and assessments. (note 294a3d)",positive,0.582,0.42,trust,66,81,15,2,3,5,4,3,4,2,4,3,4,0,4/15/2023 19:15
631,632,S386911,student,graduate,Computer Science,Assessment Assistant,summarization,4,15,13,53,0,"I adopted the Assessment Assistant for summarization in Computer Science at the graduate level; it reduced my effort on key goals . – Feeling surprise, study sessions were more focused and I still think about privacy and academic integrity. As a result, my view of AI adoption in education is positive,  optimistic. (note f90ff6)",positive,0.616,0.74,surprise,55,67,12,2,1,9,3,4,2,4,5,3,3,0,10/3/2023 5:32
632,633,S337759,student,K-12,Chemistry,AI Tutor,summarization,3,19,9,80,2,"Recently I explored the AI Tutor for summarization in Chemistry at the K-12 level; it reduced my effort on key goals moderately. – Feeling anger, it distracted from core skills and I remain cautious about fairness and transparency. In practice, this changed how I adapt my study plan and assessments. (note 4b38f4)",negative,-0.932,0.572,anger,52,58,6,2,4,5,4,5,2,2,2,4,4,0,11/9/2023 9:57
633,634,S547818,student,graduate,Education,Concept Mapper,proofreading,3,32,19,70,4,"I have been using the Concept Mapper for proofreading in Education at the graduate level; it guided my practice for key goals noticeably.Feeling trust, participation increased and I prefer clearer guidance on ethical use. In practice, this changed how I adapt my study plan and assessments. (note ba50d3)",positive,0.712,0.586,trust,71,79,8,3,3,1,4,3,4,5,5,3,3,0,6/23/2024 7:57
634,635,S143751,student,K-12,History,Concept Mapper,writing feedback,3,24,6,71,8,"For my class I relied on the Concept Mapper for writing feedback in History at the K-12 level; it clarified key goals moderately. — Feeling neutral, the pace felt unchanged and I cross-checked outputs to avoid plagiarism. This shaped my attitude toward AI tools in learning/teaching in a neutral way. (note 90ee42)",neutral,0.093,0.384,neutral,66,73,7,3,3,10,3,4,3,3,2,2,1,0,3/18/2023 2:43
635,636,S683251,student,graduate,Economics,Speech Coach,concept explanation,1,24,23,40,6,"I briefly used the Speech Coach for concept explanation in Economics at the graduate level; it gave me better feedback about key goals slightly. Feeling fear, I relied on it too much and I prefer clearer guidance on ethical use. In practice, this changed how I adapt my study plan and assessments. (note 4d7130)",negative,-0.801,0.709,fear,63,64,1,1,2,13,3,2,3,3,2,5,4,0,5/3/2023 11:28
636,637,S116378,student,K-12,Engineering,Assessment Assistant,language translation,2,26,11,54,9,"Recently I explored the Assessment Assistant for language translation in Engineering at the K-12 level; it reduced my effort on key goals slightly.  Feeling anticipation, participation increased and I still think about privacy and academic integrity. As a result, my view of AI adoption in education is positive, considerably optimistic. (note f865db)",positive,0.365,0.408,anticipation,58,72,14,2,3,5,3,4,4,5,2,3,2,0,3/21/2024 23:00
637,638,S388406,student,undergraduate,Economics,AI Tutor,quiz practice,2,17,31,68,8,"I briefly used the AI Tutor for quiz practice in Economics at the undergraduate level; it kept me engaged with key goals slightly. — Feeling sadness, I worried about accuracy and I still think about privacy and academic integrity. In practice, this changed how I adapt my study plan and assessments. (note e023a0)",negative,-0.607,0.727,sadness,72,65,-7,2,2,6,1,2,4,3,3,5,5,0,6/21/2023 11:55
638,639,S104045,student,undergraduate,Art and Design,Assessment Assistant,exam revision,3,22,8,58,8,"Recently I explored the Assessment Assistant for exam revision in Art and Design at the undergraduate level; it sped up my study of key goals moderately. Feeling anticipation, results were mixed and I still think about privacy and academic integrity. As a result, my view of AI adoption in education is neutral, moderately optimistic. (note 64cc82)",neutral,-0.083,0.271,anticipation,39,42,3,2,2,0,2,2,4,3,2,4,2,1,6/27/2024 14:02
639,640,S571170,student,K-12,Computer Science,Quiz Generator,summarization,2,29,11,37,1,"I briefly used the Quiz Generator for summarization in Computer Science at the K-12 level; it kept me engaged with key goals significantly. – Feeling anxiety, I relied on it too much and I prefer clearer guidance on ethical use. As a result, my view of AI adoption in education is negative, significantly optimistic. (note acd545)",negative,-0.884,0.799,anxiety,53,59,6,2,4,5,5,1,2,1,3,4,5,0,11/26/2023 6:15
640,641,S393023,student,undergraduate,Psychology,Assessment Assistant,writing feedback,2,22,3,13,7,"For my class I relied on the Assessment Assistant for writing feedback in Psychology at the undergraduate level; it guided my practice for key goals moderately. — Feeling neutral, the pace felt unchanged and I prefer clearer guidance on ethical use. In practice, this changed how I adapt my study plan and assessments. (note 2d77c4)",neutral,0.091,0.569,neutral,54,62,8,1,3,7,2,4,4,3,4,4,3,0,5/26/2023 6:46
641,642,S618975,student,undergraduate,Engineering,Assessment Assistant,writing feedback,3,38,11,61,6,"I tried the Assessment Assistant for writing feedback in Engineering at the undergraduate level; it made it easier to understand key goals significantly. – Feeling neutral, it was acceptable overall and I still think about privacy and academic integrity. In practice, this changed how I adapt my study plan and assessments. (note c3d878)",neutral,0.024,0.215,neutral,64,67,3,2,3,5,3,1,4,2,2,4,4,1,11/16/2023 20:54
642,643,S562794,student,K-12,Chemistry,Explainability Bot,writing feedback,3,29,19,37,10,"I experimented with the Explainability Bot for writing feedback in Chemistry at the K-12 level; it improved my confidence with key goals moderately.Feeling trust, we could tackle harder problems and I followed our policy on responsible AI use. In practice, this changed how I adapt my study plan and assessments. (note 4e0971)",positive,0.532,0.625,trust,71,86,15,2,3,4,5,3,4,4,3,2,1,0,5/4/2023 14:02
643,644,S221362,student,K-12,Mathematics,Code Copilot,exam revision,2,25,12,48,8,"I adopted the Code Copilot for exam revision in Mathematics at the K-12 level; it kept me engaged with key goals considerably. Feeling anger, I relied on it too much and I still think about privacy and academic integrity. As a result, my view of AI adoption in education is negative, considerably optimistic. (note 7db152)",negative,-0.634,0.893,anger,64,59,-5,2,1,4,2,2,3,3,2,5,5,0,6/15/2024 5:10
644,645,S564016,student,K-12,Engineering,Explainability Bot,language translation,0,15,11,75,3,"I regularly use the Explainability Bot for language translation in Engineering at the K-12 level; it clarified key goals .Feeling surprise, participation increased and I remain cautious about fairness and transparency. This shaped my attitude toward AI tools in learning/teaching in a positive way. (note 54d632)",positive,0.457,0.864,surprise,64,73,9,3,2,8,4,5,4,5,4,2,4,0,1/29/2024 22:26
645,646,S980512,student,graduate,Art and Design,Speech Coach,proofreading,5,25,20,38,14,"In this course I tested the Speech Coach for proofreading in Art and Design at the graduate level; it clarified key goals moderately.  Feeling anticipation, I had to double-check suggestions and I followed our policy on responsible AI use. This shaped my attitude toward AI tools in learning/teaching in a neutral way. (note 532148)",neutral,0.095,0.673,anticipation,50,58,8,3,2,3,3,4,2,3,1,3,2,1,11/7/2023 2:04
646,647,S709938,student,graduate,History,Assessment Assistant,summarization,2,25,13,68,12,"I adopted the Assessment Assistant for summarization in History at the graduate level; it streamlined my work on key goals . Feeling optimism, I finished tasks faster than usual and I cross-checked outputs to avoid plagiarism. This shaped my attitude toward AI tools in learning/teaching in a positive way. (note 4dcbf2)",positive,0.902,0.865,optimism,82,93,11,2,4,9,4,4,4,5,4,1,3,0,1/30/2023 8:00
647,648,S796046,student,K-12,English,AI Tutor,coding help,4,27,22,54,2,"Recently I explored the AI Tutor for coding help in English at the K-12 level; it streamlined my work on key goals . – Feeling trust, participation increased and I prefer clearer guidance on ethical use. As a result, my view of AI adoption in education is positive,  optimistic. (note 8401d6)",positive,0.413,0.882,trust,70,79,9,1,4,6,2,4,4,4,4,3,3,0,7/26/2024 9:07
648,649,S246686,student,graduate,Business,Concept Mapper,note organization,3,33,14,84,18,"For my class I relied on the Concept Mapper for note organization in Business at the graduate level; it kept me engaged with key goals slightly. – Feeling anticipation, it was acceptable overall and I prefer clearer guidance on ethical use. As a result, my view of AI adoption in education is neutral, noticeably optimistic. (note b3a867)",neutral,-0.083,0.328,anticipation,67,75,8,3,4,3,4,3,3,3,4,3,4,0,11/21/2023 19:06
649,650,S948903,student,undergraduate,Physics,Code Copilot,language translation,4,27,25,52,0,"I tried the Code Copilot for language translation in Physics at the undergraduate level; it helped me grasp key goals noticeably. Feeling anxiety, I relied on it too much and I remain cautious about fairness and transparency. As a result, my view of AI adoption in education is negative, noticeably optimistic. (note a748d5)",negative,-0.913,0.927,anxiety,64,65,1,2,1,2,2,3,2,4,3,4,4,0,12/7/2023 20:22
650,651,S235310,student,undergraduate,English,Speech Coach,language translation,1,28,16,61,15,"I have been using the Speech Coach for language translation in English at the undergraduate level; it sped up my study of key goals significantly.  Feeling surprise, my class outcomes improved and I prefer clearer guidance on ethical use. As a result, my view of AI adoption in education is positive,  optimistic. (note 12866c)",positive,0.929,0.496,surprise,65,89,24,2,2,3,4,2,4,4,5,3,3,0,6/7/2023 11:20
651,652,S734185,student,undergraduate,Art and Design,AI Writing Helper,writing feedback,3,26,19,46,7,"I adopted the AI Writing Helper for writing feedback in Art and Design at the undergraduate level; it streamlined my work on key goals moderately.  Feeling anxiety, I relied on it too much and I prefer clearer guidance on ethical use. This shaped my attitude toward AI tools in learning/teaching in a negative way. (note cc1daf)",negative,-0.775,0.723,anxiety,86,81,-5,3,3,2,1,2,3,2,3,4,3,1,12/27/2023 19:19
652,653,S332471,student,undergraduate,Psychology,Assessment Assistant,brainstorming,3,31,16,51,2,"For my class I relied on the Assessment Assistant for brainstorming in Psychology at the undergraduate level; it guided my practice for key goals moderately. — Feeling neutral, the pace felt unchanged and I cross-checked outputs to avoid plagiarism. As a result, my view of AI adoption in education is neutral, slightly optimistic. (note 22ba5d)",neutral,0.03,0.611,neutral,76,91,15,2,1,2,3,2,3,2,3,2,4,0,3/15/2023 22:43
653,654,S216502,student,undergraduate,Psychology,Explainability Bot,exam revision,4,36,8,77,9,"I tried the Explainability Bot for exam revision in Psychology at the undergraduate level; it improved my confidence with key goals slightly.Feeling optimism, I observed improved strategies and I still think about privacy and academic integrity. As a result, my view of AI adoption in education is positive, moderately optimistic. (note 50aa1c)",positive,0.402,0.847,optimism,74,88,14,3,3,7,4,3,5,4,4,3,3,0,7/16/2023 20:07
654,655,S709678,student,graduate,Art and Design,AI Tutor,brainstorming,2,25,6,35,6,"I experimented with the AI Tutor for brainstorming in Art and Design at the graduate level; it helped me grasp key goals significantly.Feeling trust, my class outcomes improved and I prefer clearer guidance on ethical use. As a result, my view of AI adoption in education is positive,  optimistic. (note 8ae7da)",positive,0.481,0.573,trust,69,83,14,1,2,7,5,3,3,3,4,3,4,0,6/27/2024 3:05
655,656,S747270,student,undergraduate,Biology,LLM Assistant,language translation,2,32,18,59,2,"I regularly use the LLM Assistant for language translation in Biology at the undergraduate level; it kept me engaged with key goals slightly.  Feeling anticipation, study sessions were more focused and I still think about privacy and academic integrity. This shaped my attitude toward AI tools in learning/teaching in a positive way. (note 313057)",positive,0.398,0.459,anticipation,89,99,10,3,3,6,4,5,3,3,3,2,2,0,5/22/2023 18:40
656,657,S640360,student,undergraduate,Art and Design,Quiz Generator,exam revision,4,26,24,63,7,"I have been using the Quiz Generator for exam revision in Art and Design at the undergraduate level; it reduced my effort on key goals noticeably. Feeling neutral, the pace felt unchanged and I prefer clearer guidance on ethical use. In practice, this changed how I adapt my study plan and assessments. (note a20a83)",neutral,0.078,0.377,neutral,60,60,0,2,2,6,3,4,3,2,2,2,3,0,6/30/2023 8:19
